Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::squeeze,,,8.15,16.66,0,0,0,0
aten::as_strided,,,8.51,8.51,0,0,0,0
aten::squeeze,,,2.88,5.08,0,0,0,0
aten::as_strided,,,2.2,2.2,0,0,0,0
aten::copy_,,,92.1,146.02,0,0.6,0,0
aclnnInplaceCopy,,,53.92,53.92,0.6,0.6,0,0
aten::fill_,,,22.28,49.52,0,1.5,0,0
aclnnInplaceFillScalar,,,27.24,27.24,1.5,1.5,0,0
aten::fill_,,,8.66,14.22,0,1.38,0,0
aclnnInplaceFillScalar,,,5.56,5.56,1.38,1.38,0,0
vllm::gdn_attention_core,,,1788.84,2294.67,0,33.52,0,0
aten::transpose,,,16.6,30.24,0,0,0,0
aten::as_strided,,,13.64,13.64,0,0,0,0
aten::slice,,,4.66,9.21,0,0,0,0
aten::as_strided,,,4.55,4.55,0,0,0,0
aten::slice,,,2.36,5.67,0,0,0,0
aten::as_strided,,,3.31,3.31,0,0,0,0
aten::slice,,,5.33,8.27,0,0,0,0
aten::as_strided,,,2.94,2.94,0,0,0,0
aten::view,,,13.77,13.77,0,0,0,0
aten::slice,,,7.52,11.72,0,0,0,0
aten::as_strided,,,4.2,4.2,0,0,0,0
aten::transpose,,,5.73,9.1,0,0,0,0
aten::as_strided,,,3.37,3.37,0,0,0,0
aten::contiguous,,,3.62,101.81,0,14.72,0,0
aten::clone,,,10.13,98.19,0,14.72,0,0
empty_tensor,,,21.55,21.55,0,0,0,0
aten::copy_,,,38.92,66.51,0,14.72,0,0
aclnnInplaceCopy,,,27.59,27.59,14.72,14.72,0,0
aten::transpose,,,6.06,9.86,0,0,0,0
aten::as_strided,,,3.8,3.8,0,0,0,0
aten::to,,,2.32,2.32,0,0,0,0
aten::unsqueeze,,,3.16,8.28,0,0,0,0
aten::as_strided,,,5.12,5.12,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,33.9,33.9,7.14,7.14,0,0
aten::squeeze,,,7.41,13.98,0,0,0,0
aten::as_strided,,,6.57,6.57,0,0,0,0
aten::to,,,2.09,2.09,0,0,0,0
aten::split_with_sizes,,,8.16,19.14,0,0,0,0
aten::as_strided,,,4.74,4.74,0,0,0,0
aten::as_strided,,,1.89,1.89,0,0,0,0
aten::as_strided,,,4.35,4.35,0,0,0,0
aten::reshape,,,2.69,7.41,0,0,0,0
aten::view,,,4.72,4.72,0,0,0,0
aten::reshape,,,1.32,4.51,0,0,0,0
aten::view,,,3.19,3.19,0,0,0,0
aten::reshape,,,1.56,4.16,0,0,0,0
aten::view,,,2.6,2.6,0,0,0,0
aten::reshape,,,1.2,6.27,0,0,0,0
aten::view,,,5.07,5.07,0,0,0,0
aten::reshape,,,1.34,3.8,0,0,0,0
aten::view,,,2.46,2.46,0,0,0,0
aten::reshape,,,1.04,3.0,0,0,0,0
aten::view,,,1.96,1.96,0,0,0,0
aten::new_empty,,,3.21,24.7,0,0,0,0
aten::empty,,,4.96,21.49,0,0,0,0
empty_tensor,,,16.53,16.53,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,37.33,37.33,11.06,11.06,0,0
aten::squeeze,,,8.27,15.67,0,0,0,0
aten::as_strided,,,7.4,7.4,0,0,0,0
aten::squeeze,,,2.58,5.07,0,0,0,0
aten::as_strided,,,2.49,2.49,0,0,0,0
aten::copy_,,,87.81,114.55,0,0.6,0,0
aclnnInplaceCopy,,,26.74,26.74,0.6,0.6,0,0
aten::fill_,,,19.6,43.91,0,1.36,0,0
aclnnInplaceFillScalar,,,24.31,24.31,1.36,1.36,0,0
aten::fill_,,,9.03,13.75,0,1.42,0,0
aclnnInplaceFillScalar,,,4.72,4.72,1.42,1.42,0,0
vllm::unified_attention_with_output,,,307.87,835.05,0,23.220000000000002,0,0
aten::slice,,,7.53,15.63,0,0,0,0
aten::as_strided,,,8.1,8.1,0,0,0,0
aten::slice,,,2.0,5.73,0,0,0,0
aten::as_strided,,,3.73,3.73,0,0,0,0
aten::slice,,,10.75,13.12,0,0,0,0
aten::as_strided,,,2.37,2.37,0,0,0,0
atb::_npu_reshape_and_cache,,,76.51,103.18,0,2.7,0,0
ReshapeCacheOperation,,,26.67,26.67,2.7,2.7,0,0
aten::view,,,12.97,12.97,0,0,0,0
aten::view,,,5.45,5.45,0,0,0,0
aten::slice,,,4.46,9.13,0,0,0,0
aten::as_strided,,,4.67,4.67,0,0,0,0
npu::npu_fused_infer_attention_score,,,114.94,166.84,0,19.92,0,0
empty_tensor,,,15.92,15.92,0,0,0,0
empty_tensor,,,4.68,4.68,0,0,0,0
empty_tensor,,,3.46,3.46,0,0,0,0
empty_tensor,,,2.13,2.13,0,0,0,0
aclnnFusedInferAttentionScoreV3,,,25.71,25.71,19.92,19.92,0,0
aten::view,,,5.92,5.92,0,0,0,0
aten::slice,,,4.64,10.69,0,0,0,0
aten::as_strided,,,6.05,6.05,0,0,0,0
aten::copy_,,,91.89,99.27,0,0.6,0,0
aclnnInplaceCopy,,,7.38,7.38,0.6,0.6,0,0
aten::slice,,,4.73,9.9,0,0,0,0
aten::as_strided,,,5.17,5.17,0,0,0,0
aten::copy_,,,57.99,69.35,0,0,0,0
aclnnInplaceCopy,,,11.36,11.36,0,0,0,0
aten::fill_,,,21.0,48.64,0,1.46,0,0
aclnnInplaceFillScalar,,,27.64,27.64,1.46,1.46,0,0
aten::fill_,,,8.72,12.73,0,1.34,0,0
aclnnInplaceFillScalar,,,4.01,4.01,1.34,1.34,0,0
vllm::gdn_attention_core,,,1486.59,1971.57,0,45.54,0,0
aten::transpose,,,13.42,21.84,0,0,0,0
aten::as_strided,,,8.42,8.42,0,0,0,0
aten::slice,,,4.19,7.68,0,0,0,0
aten::as_strided,,,3.49,3.49,0,0,0,0
aten::slice,,,4.41,6.95,0,0,0,0
aten::as_strided,,,2.54,2.54,0,0,0,0
aten::slice,,,1.72,4.15,0,0,0,0
aten::as_strided,,,2.43,2.43,0,0,0,0
aten::view,,,9.48,9.48,0,0,0,0
aten::slice,,,7.23,11.03,0,0,0,0
aten::as_strided,,,3.8,3.8,0,0,0,0
aten::transpose,,,4.33,9.67,0,0,0,0
aten::as_strided,,,5.34,5.34,0,0,0,0
aten::contiguous,,,3.58,85.55,0,23.34,0,0
aten::clone,,,7.12,81.97,0,23.34,0,0
empty_tensor,,,16.43,16.43,0,0,0,0
aten::copy_,,,30.73,58.42,0,23.34,0,0
aclnnInplaceCopy,,,27.69,27.69,23.34,23.34,0,0
aten::transpose,,,5.46,9.18,0,0,0,0
aten::as_strided,,,3.72,3.72,0,0,0,0
aten::to,,,4.72,4.72,0,0,0,0
aten::unsqueeze,,,2.92,5.25,0,0,0,0
aten::as_strided,,,2.33,2.33,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,32.79,32.79,6.66,6.66,0,0
aten::squeeze,,,7.35,13.8,0,0,0,0
aten::as_strided,,,6.45,6.45,0,0,0,0
aten::to,,,2.33,2.33,0,0,0,0
aten::split_with_sizes,,,8.98,20.78,0,0,0,0
aten::as_strided,,,7.89,7.89,0,0,0,0
aten::as_strided,,,2.34,2.34,0,0,0,0
aten::as_strided,,,1.57,1.57,0,0,0,0
aten::reshape,,,2.73,7.63,0,0,0,0
aten::view,,,4.9,4.9,0,0,0,0
aten::reshape,,,1.27,4.18,0,0,0,0
aten::view,,,2.91,2.91,0,0,0,0
aten::reshape,,,1.38,7.35,0,0,0,0
aten::view,,,5.97,5.97,0,0,0,0
aten::reshape,,,1.28,3.43,0,0,0,0
aten::view,,,2.15,2.15,0,0,0,0
aten::reshape,,,1.71,4.0,0,0,0,0
aten::view,,,2.29,2.29,0,0,0,0
aten::reshape,,,1.25,3.29,0,0,0,0
aten::view,,,2.04,2.04,0,0,0,0
aten::new_empty,,,3.28,26.22,0,0,0,0
aten::empty,,,7.71,22.94,0,0,0,0
empty_tensor,,,15.23,15.23,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,37.06,37.06,14.96,14.96,0,0
aten::squeeze,,,7.46,14.8,0,0,0,0
aten::as_strided,,,7.34,7.34,0,0,0,0
aten::squeeze,,,2.81,5.42,0,0,0,0
aten::as_strided,,,2.61,2.61,0,0,0,0
aten::copy_,,,92.28,126.4,0,0.58,0,0
aclnnInplaceCopy,,,34.12,34.12,0.58,0.58,0,0
aten::fill_,,,22.23,46.99,0,1.46,0,0
aclnnInplaceFillScalar,,,24.76,24.76,1.46,1.46,0,0
aten::fill_,,,8.98,16.67,0,1.48,0,0
aclnnInplaceFillScalar,,,7.69,7.69,1.48,1.48,0,0
vllm::gdn_attention_core,,,1782.3,2351.89,0,34.22,0,0
aten::transpose,,,17.01,31.37,0,0,0,0
aten::as_strided,,,14.36,14.36,0,0,0,0
aten::slice,,,7.93,12.69,0,0,0,0
aten::as_strided,,,4.76,4.76,0,0,0,0
aten::slice,,,2.52,5.45,0,0,0,0
aten::as_strided,,,2.93,2.93,0,0,0,0
aten::slice,,,1.72,4.61,0,0,0,0
aten::as_strided,,,2.89,2.89,0,0,0,0
aten::view,,,14.03,14.03,0,0,0,0
aten::slice,,,8.32,16.73,0,0,0,0
aten::as_strided,,,8.41,8.41,0,0,0,0
aten::transpose,,,4.9,8.61,0,0,0,0
aten::as_strided,,,3.71,3.71,0,0,0,0
aten::contiguous,,,3.45,106.73,0,14.96,0,0
aten::clone,,,7.16,103.28,0,14.96,0,0
empty_tensor,,,23.6,23.6,0,0,0,0
aten::copy_,,,39.67,72.52,0,14.96,0,0
aclnnInplaceCopy,,,32.85,32.85,14.96,14.96,0,0
aten::transpose,,,8.67,12.93,0,0,0,0
aten::as_strided,,,4.26,4.26,0,0,0,0
aten::to,,,2.06,2.06,0,0,0,0
aten::unsqueeze,,,3.02,5.7,0,0,0,0
aten::as_strided,,,2.68,2.68,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,43.12,43.12,7.24,7.24,0,0
aten::squeeze,,,7.9,14.79,0,0,0,0
aten::as_strided,,,6.89,6.89,0,0,0,0
aten::to,,,5.75,5.75,0,0,0,0
aten::split_with_sizes,,,8.37,17.04,0,0,0,0
aten::as_strided,,,4.37,4.37,0,0,0,0
aten::as_strided,,,2.93,2.93,0,0,0,0
aten::as_strided,,,1.37,1.37,0,0,0,0
aten::reshape,,,2.93,7.95,0,0,0,0
aten::view,,,5.02,5.02,0,0,0,0
aten::reshape,,,1.18,6.35,0,0,0,0
aten::view,,,5.17,5.17,0,0,0,0
aten::reshape,,,1.49,4.18,0,0,0,0
aten::view,,,2.69,2.69,0,0,0,0
aten::reshape,,,1.07,3.82,0,0,0,0
aten::view,,,2.75,2.75,0,0,0,0
aten::reshape,,,1.63,13.11,0,0,0,0
aten::view,,,11.48,11.48,0,0,0,0
aten::reshape,,,1.73,4.73,0,0,0,0
aten::view,,,3.0,3.0,0,0,0,0
aten::new_empty,,,4.95,29.76,0,0,0,0
aten::empty,,,6.25,24.81,0,0,0,0
empty_tensor,,,18.56,18.56,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,43.32,43.32,11.44,11.44,0,0
aten::squeeze,,,9.4,17.28,0,0,0,0
aten::as_strided,,,7.88,7.88,0,0,0,0
aten::squeeze,,,4.26,7.62,0,0,0,0
aten::as_strided,,,3.36,3.36,0,0,0,0
aten::copy_,,,96.72,129.86,0,0.58,0,0
aclnnInplaceCopy,,,33.14,33.14,0.58,0.58,0,0
aten::fill_,,,23.88,50.76,0,1.42,0,0
aclnnInplaceFillScalar,,,26.88,26.88,1.42,1.42,0,0
aten::fill_,,,10.5,15.37,0,1.4,0,0
aclnnInplaceFillScalar,,,4.87,4.87,1.4,1.4,0,0
vllm::gdn_attention_core,,,1521.91,2030.44,0,33.08,0,0
aten::transpose,,,14.48,24.55,0,0,0,0
aten::as_strided,,,10.07,10.07,0,0,0,0
aten::slice,,,5.28,10.28,0,0,0,0
aten::as_strided,,,5.0,5.0,0,0,0,0
aten::slice,,,2.1,5.69,0,0,0,0
aten::as_strided,,,3.59,3.59,0,0,0,0
aten::slice,,,1.58,4.69,0,0,0,0
aten::as_strided,,,3.11,3.11,0,0,0,0
aten::view,,,9.96,9.96,0,0,0,0
aten::slice,,,8.3,13.07,0,0,0,0
aten::as_strided,,,4.77,4.77,0,0,0,0
aten::transpose,,,4.34,7.2,0,0,0,0
aten::as_strided,,,2.86,2.86,0,0,0,0
aten::contiguous,,,3.43,91.97,0,14.2,0,0
aten::clone,,,6.46,88.54,0,14.2,0,0
empty_tensor,,,17.06,17.06,0,0,0,0
aten::copy_,,,32.17,65.02,0,14.2,0,0
aclnnInplaceCopy,,,32.85,32.85,14.2,14.2,0,0
aten::transpose,,,5.08,8.57,0,0,0,0
aten::as_strided,,,3.49,3.49,0,0,0,0
aten::to,,,1.74,1.74,0,0,0,0
aten::unsqueeze,,,4.41,7.39,0,0,0,0
aten::as_strided,,,2.98,2.98,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,38.0,38.0,7.32,7.32,0,0
aten::squeeze,,,8.81,15.51,0,0,0,0
aten::as_strided,,,6.7,6.7,0,0,0,0
aten::to,,,3.44,3.44,0,0,0,0
aten::split_with_sizes,,,8.59,19.31,0,0,0,0
aten::as_strided,,,5.44,5.44,0,0,0,0
aten::as_strided,,,2.72,2.72,0,0,0,0
aten::as_strided,,,2.56,2.56,0,0,0,0
aten::reshape,,,3.4,8.31,0,0,0,0
aten::view,,,4.91,4.91,0,0,0,0
aten::reshape,,,2.11,4.61,0,0,0,0
aten::view,,,2.5,2.5,0,0,0,0
aten::reshape,,,1.69,5.6,0,0,0,0
aten::view,,,3.91,3.91,0,0,0,0
aten::reshape,,,1.31,4.05,0,0,0,0
aten::view,,,2.74,2.74,0,0,0,0
aten::reshape,,,1.6,4.23,0,0,0,0
aten::view,,,2.63,2.63,0,0,0,0
aten::reshape,,,1.45,3.7,0,0,0,0
aten::view,,,2.25,2.25,0,0,0,0
aten::new_empty,,,4.43,26.63,0,0,0,0
aten::empty,,,5.61,22.2,0,0,0,0
empty_tensor,,,16.59,16.59,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,40.21,40.21,10.98,10.98,0,0
aten::squeeze,,,9.1,16.94,0,0,0,0
aten::as_strided,,,7.84,7.84,0,0,0,0
aten::squeeze,,,2.63,4.64,0,0,0,0
aten::as_strided,,,2.01,2.01,0,0,0,0
aten::copy_,,,93.79,128.24,0,0.58,0,0
aclnnInplaceCopy,,,34.45,34.45,0.58,0.58,0,0
aten::fill_,,,48.32,89.84,0,1.62,0,0
aclnnInplaceFillScalar,,,41.52,41.52,1.62,1.62,0,0
aten::fill_,,,10.68,31.81,0,1.46,0,0
aclnnInplaceFillScalar,,,21.13,21.13,1.46,1.46,0,0
vllm::unified_attention_with_output,,,362.29,1086.93,0,22.560000000000002,0,0
aten::slice,,,10.25,20.89,0,0,0,0
aten::as_strided,,,10.64,10.64,0,0,0,0
aten::slice,,,2.99,13.34,0,0,0,0
aten::as_strided,,,10.35,10.35,0,0,0,0
aten::slice,,,9.13,13.69,0,0,0,0
aten::as_strided,,,4.56,4.56,0,0,0,0
atb::_npu_reshape_and_cache,,,187.09,221.67,0,2.46,0,0
ReshapeCacheOperation,,,34.58,34.58,2.46,2.46,0,0
aten::view,,,13.92,13.92,0,0,0,0
aten::view,,,5.92,5.92,0,0,0,0
aten::slice,,,4.4,9.18,0,0,0,0
aten::as_strided,,,4.78,4.78,0,0,0,0
npu::npu_fused_infer_attention_score,,,138.23,200.71,0,19.48,0,0
empty_tensor,,,19.83,19.83,0,0,0,0
empty_tensor,,,7.73,7.73,0,0,0,0
empty_tensor,,,3.95,3.95,0,0,0,0
empty_tensor,,,3.63,3.63,0,0,0,0
aclnnFusedInferAttentionScoreV3,,,27.34,27.34,19.48,19.48,0,0
aten::view,,,26.22,26.22,0,0,0,0
aten::slice,,,5.91,9.75,0,0,0,0
aten::as_strided,,,3.84,3.84,0,0,0,0
aten::copy_,,,85.7,96.66,0,0.62,0,0
aclnnInplaceCopy,,,10.96,10.96,0.62,0.62,0,0
aten::slice,,,4.46,8.85,0,0,0,0
aten::as_strided,,,4.39,4.39,0,0,0,0
aten::copy_,,,56.98,83.84,0,0,0,0
aclnnInplaceCopy,,,26.86,26.86,0,0,0,0
aten::fill_,,,23.45,52.71,0,1.42,0,0
aclnnInplaceFillScalar,,,29.26,29.26,1.42,1.42,0,0
aten::fill_,,,12.3,18.33,0,1.4,0,0
aclnnInplaceFillScalar,,,6.03,6.03,1.4,1.4,0,0
vllm::gdn_attention_core,,,1779.35,2413.07,0,47.62,0,0
aten::transpose,,,19.86,31.22,0,0,0,0
aten::as_strided,,,11.36,11.36,0,0,0,0
aten::slice,,,4.77,13.03,0,0,0,0
aten::as_strided,,,8.26,8.26,0,0,0,0
aten::slice,,,2.07,5.16,0,0,0,0
aten::as_strided,,,3.09,3.09,0,0,0,0
aten::slice,,,1.76,4.81,0,0,0,0
aten::as_strided,,,3.05,3.05,0,0,0,0
aten::view,,,13.94,13.94,0,0,0,0
aten::slice,,,8.57,13.51,0,0,0,0
aten::as_strided,,,4.94,4.94,0,0,0,0
aten::transpose,,,7.73,11.66,0,0,0,0
aten::as_strided,,,3.93,3.93,0,0,0,0
aten::contiguous,,,4.63,132.02,0,22.62,0,0
aten::clone,,,7.77,127.39,0,22.62,0,0
empty_tensor,,,45.71,45.71,0,0,0,0
aten::copy_,,,40.74,73.91,0,22.62,0,0
aclnnInplaceCopy,,,33.17,33.17,22.62,22.62,0,0
aten::transpose,,,23.21,29.78,0,0,0,0
aten::as_strided,,,6.57,6.57,0,0,0,0
aten::to,,,2.27,2.27,0,0,0,0
aten::unsqueeze,,,3.9,6.73,0,0,0,0
aten::as_strided,,,2.83,2.83,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,73.54,73.54,6.72,6.72,0,0
aten::squeeze,,,7.92,14.51,0,0,0,0
aten::as_strided,,,6.59,6.59,0,0,0,0
aten::to,,,2.18,2.18,0,0,0,0
aten::split_with_sizes,,,10.7,20.42,0,0,0,0
aten::as_strided,,,5.02,5.02,0,0,0,0
aten::as_strided,,,3.19,3.19,0,0,0,0
aten::as_strided,,,1.51,1.51,0,0,0,0
aten::reshape,,,2.72,7.79,0,0,0,0
aten::view,,,5.07,5.07,0,0,0,0
aten::reshape,,,1.37,4.14,0,0,0,0
aten::view,,,2.77,2.77,0,0,0,0
aten::reshape,,,4.55,7.22,0,0,0,0
aten::view,,,2.67,2.67,0,0,0,0
aten::reshape,,,1.06,3.04,0,0,0,0
aten::view,,,1.98,1.98,0,0,0,0
aten::reshape,,,1.35,3.54,0,0,0,0
aten::view,,,2.19,2.19,0,0,0,0
aten::reshape,,,1.38,3.94,0,0,0,0
aten::view,,,2.56,2.56,0,0,0,0
aten::new_empty,,,6.04,27.32,0,0,0,0
aten::empty,,,5.42,21.28,0,0,0,0
empty_tensor,,,15.86,15.86,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,43.15,43.15,17.66,17.66,0,0
aten::squeeze,,,7.59,15.26,0,0,0,0
aten::as_strided,,,7.67,7.67,0,0,0,0
aten::squeeze,,,3.16,5.3,0,0,0,0
aten::as_strided,,,2.14,2.14,0,0,0,0
aten::copy_,,,102.41,138.24,0,0.62,0,0
aclnnInplaceCopy,,,35.83,35.83,0.62,0.62,0,0
aten::fill_,,,21.78,56.68,0,1.38,0,0
aclnnInplaceFillScalar,,,34.9,34.9,1.38,1.38,0,0
aten::fill_,,,10.29,16.68,0,1.52,0,0
aclnnInplaceFillScalar,,,6.39,6.39,1.52,1.52,0,0
vllm::gdn_attention_core,,,1560.01,2084.88,0,34.18,0,0
aten::transpose,,,13.01,24.25,0,0,0,0
aten::as_strided,,,11.24,11.24,0,0,0,0
aten::slice,,,4.2,7.92,0,0,0,0
aten::as_strided,,,3.72,3.72,0,0,0,0
aten::slice,,,1.69,4.58,0,0,0,0
aten::as_strided,,,2.89,2.89,0,0,0,0
aten::slice,,,1.78,4.04,0,0,0,0
aten::as_strided,,,2.26,2.26,0,0,0,0
aten::view,,,10.29,10.29,0,0,0,0
aten::slice,,,10.16,14.9,0,0,0,0
aten::as_strided,,,4.74,4.74,0,0,0,0
aten::transpose,,,3.86,6.51,0,0,0,0
aten::as_strided,,,2.65,2.65,0,0,0,0
aten::contiguous,,,3.59,105.87,0,15.1,0,0
aten::clone,,,6.91,102.28,0,15.1,0,0
empty_tensor,,,18.45,18.45,0,0,0,0
aten::copy_,,,47.07,76.92,0,15.1,0,0
aclnnInplaceCopy,,,29.85,29.85,15.1,15.1,0,0
aten::transpose,,,6.37,10.04,0,0,0,0
aten::as_strided,,,3.67,3.67,0,0,0,0
aten::to,,,1.88,1.88,0,0,0,0
aten::unsqueeze,,,3.01,5.89,0,0,0,0
aten::as_strided,,,2.88,2.88,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,37.78,37.78,7.3,7.3,0,0
aten::squeeze,,,7.85,16.77,0,0,0,0
aten::as_strided,,,8.92,8.92,0,0,0,0
aten::to,,,2.31,2.31,0,0,0,0
aten::split_with_sizes,,,8.21,16.8,0,0,0,0
aten::as_strided,,,4.16,4.16,0,0,0,0
aten::as_strided,,,2.98,2.98,0,0,0,0
aten::as_strided,,,1.45,1.45,0,0,0,0
aten::reshape,,,2.69,7.39,0,0,0,0
aten::view,,,4.7,4.7,0,0,0,0
aten::reshape,,,4.07,6.9,0,0,0,0
aten::view,,,2.83,2.83,0,0,0,0
aten::reshape,,,1.75,4.46,0,0,0,0
aten::view,,,2.71,2.71,0,0,0,0
aten::reshape,,,1.23,3.17,0,0,0,0
aten::view,,,1.94,1.94,0,0,0,0
aten::reshape,,,1.41,3.82,0,0,0,0
aten::view,,,2.41,2.41,0,0,0,0
aten::reshape,,,4.35,6.45,0,0,0,0
aten::view,,,2.1,2.1,0,0,0,0
aten::new_empty,,,3.35,24.36,0,0,0,0
aten::empty,,,5.56,21.01,0,0,0,0
empty_tensor,,,15.45,15.45,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,43.03,43.03,11.18,11.18,0,0
aten::squeeze,,,8.14,15.49,0,0,0,0
aten::as_strided,,,7.35,7.35,0,0,0,0
aten::squeeze,,,5.51,7.97,0,0,0,0
aten::as_strided,,,2.46,2.46,0,0,0,0
aten::copy_,,,95.41,132.0,0,0.6,0,0
aclnnInplaceCopy,,,36.59,36.59,0.6,0.6,0,0
aten::fill_,,,22.9,51.05,0,1.56,0,0
aclnnInplaceFillScalar,,,28.15,28.15,1.56,1.56,0,0
aten::fill_,,,9.58,14.47,0,1.38,0,0
aclnnInplaceFillScalar,,,4.89,4.89,1.38,1.38,0,0
vllm::gdn_attention_core,,,1612.51,2112.88,0,33.160000000000004,0,0
aten::transpose,,,12.93,22.0,0,0,0,0
aten::as_strided,,,9.07,9.07,0,0,0,0
aten::slice,,,4.13,7.87,0,0,0,0
aten::as_strided,,,3.74,3.74,0,0,0,0
aten::slice,,,1.96,4.97,0,0,0,0
aten::as_strided,,,3.01,3.01,0,0,0,0
aten::slice,,,1.71,6.41,0,0,0,0
aten::as_strided,,,4.7,4.7,0,0,0,0
aten::view,,,11.34,11.34,0,0,0,0
aten::slice,,,7.45,11.64,0,0,0,0
aten::as_strided,,,4.19,4.19,0,0,0,0
aten::transpose,,,4.05,7.28,0,0,0,0
aten::as_strided,,,3.23,3.23,0,0,0,0
aten::contiguous,,,3.84,94.24,0,14.38,0,0
aten::clone,,,6.95,90.4,0,14.38,0,0
empty_tensor,,,20.41,20.41,0,0,0,0
aten::copy_,,,31.26,63.04,0,14.38,0,0
aclnnInplaceCopy,,,31.78,31.78,14.38,14.38,0,0
aten::transpose,,,6.15,9.63,0,0,0,0
aten::as_strided,,,3.48,3.48,0,0,0,0
aten::to,,,1.74,1.74,0,0,0,0
aten::unsqueeze,,,2.77,4.9,0,0,0,0
aten::as_strided,,,2.13,2.13,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,38.61,38.61,7.26,7.26,0,0
aten::squeeze,,,7.32,13.8,0,0,0,0
aten::as_strided,,,6.48,6.48,0,0,0,0
aten::to,,,2.13,2.13,0,0,0,0
aten::split_with_sizes,,,8.08,17.7,0,0,0,0
aten::as_strided,,,4.76,4.76,0,0,0,0
aten::as_strided,,,3.4,3.4,0,0,0,0
aten::as_strided,,,1.46,1.46,0,0,0,0
aten::reshape,,,5.36,10.27,0,0,0,0
aten::view,,,4.91,4.91,0,0,0,0
aten::reshape,,,1.16,3.98,0,0,0,0
aten::view,,,2.82,2.82,0,0,0,0
aten::reshape,,,1.55,4.55,0,0,0,0
aten::view,,,3.0,3.0,0,0,0,0
aten::reshape,,,1.31,4.17,0,0,0,0
aten::view,,,2.86,2.86,0,0,0,0
aten::reshape,,,3.95,6.15,0,0,0,0
aten::view,,,2.2,2.2,0,0,0,0
aten::reshape,,,0.99,2.95,0,0,0,0
aten::view,,,1.96,1.96,0,0,0,0
aten::new_empty,,,3.18,24.24,0,0,0,0
aten::empty,,,5.12,21.06,0,0,0,0
empty_tensor,,,15.94,15.94,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,40.25,40.25,10.92,10.92,0,0
aten::squeeze,,,8.87,16.47,0,0,0,0
aten::as_strided,,,7.6,7.6,0,0,0,0
aten::squeeze,,,2.63,6.14,0,0,0,0
aten::as_strided,,,3.51,3.51,0,0,0,0
aten::copy_,,,92.26,126.94,0,0.6,0,0
aclnnInplaceCopy,,,34.68,34.68,0.6,0.6,0,0
aten::fill_,,,24.69,54.84,0,1.44,0,0
aclnnInplaceFillScalar,,,30.15,30.15,1.44,1.44,0,0
aten::fill_,,,10.67,23.67,0,1.52,0,0
aclnnInplaceFillScalar,,,13.0,13.0,1.52,1.52,0,0
vllm::unified_attention_with_output,,,380.95,1027.35,0,26.699999999999996,0,0
aten::slice,,,8.87,17.98,0,0,0,0
aten::as_strided,,,9.11,9.11,0,0,0,0
aten::slice,,,3.01,7.51,0,0,0,0
aten::as_strided,,,4.5,4.5,0,0,0,0
aten::slice,,,10.15,14.35,0,0,0,0
aten::as_strided,,,4.2,4.2,0,0,0,0
atb::_npu_reshape_and_cache,,,78.52,108.71,0,2.4,0,0
ReshapeCacheOperation,,,30.19,30.19,2.4,2.4,0,0
aten::view,,,12.49,12.49,0,0,0,0
aten::view,,,5.52,5.52,0,0,0,0
aten::slice,,,4.78,10.4,0,0,0,0
aten::as_strided,,,5.62,5.62,0,0,0,0
npu::npu_fused_infer_attention_score,,,203.6,262.26,0,23.74,0,0
empty_tensor,,,15.98,15.98,0,0,0,0
empty_tensor,,,5.92,5.92,0,0,0,0
empty_tensor,,,4.89,4.89,0,0,0,0
empty_tensor,,,4.15,4.15,0,0,0,0
aclnnFusedInferAttentionScoreV3,,,27.72,27.72,23.74,23.74,0,0
aten::view,,,6.19,6.19,0,0,0,0
aten::slice,,,5.5,9.49,0,0,0,0
aten::as_strided,,,3.99,3.99,0,0,0,0
aten::copy_,,,83.25,92.18,0,0.56,0,0
aclnnInplaceCopy,,,8.93,8.93,0.56,0.56,0,0
aten::slice,,,5.11,10.03,0,0,0,0
aten::as_strided,,,4.92,4.92,0,0,0,0
aten::copy_,,,62.28,89.29,0,0,0,0
aclnnInplaceCopy,,,27.01,27.01,0,0,0,0
aten::fill_,,,22.46,49.96,0,1.58,0,0
aclnnInplaceFillScalar,,,27.5,27.5,1.58,1.58,0,0
aten::fill_,,,9.2,40.31,0,1.5,0,0
aclnnInplaceFillScalar,,,31.11,31.11,1.5,1.5,0,0
vllm::gdn_attention_core,,,1711.1,2269.19,0,45.14,0,0
